_id.courseId,_id.sectionId,_id.unitId,_id.%_complete,count
54,5,8,80,8
54,5,8,90,8
54,5,8,100,8
55,1,1,10,109
55,1,1,20,101
55,1,1,30,96
55,1,1,40,92
55,1,1,50,87
55,1,1,60,87
55,1,1,70,84
55,1,1,80,80
55,1,1,90,79
55,1,1,100,72
55,1,11,10,21
55,1,11,20,21
55,1,11,30,20
55,1,11,40,19
55,1,11,50,17
55,1,11,60,17
55,1,11,70,17
55,1,11,80,18
55,1,11,90,18
55,1,11,100,16
55,1,2,10,98
55,1,2,20,94
55,1,2,30,92
55,1,2,40,95
55,1,2,50,91
55,1,2,60,89
55,1,2,70,85
55,1,2,80,85
55,1,2,90,85
55,1,2,100,84
55,1,21,10,16
55,1,21,20,16
55,1,21,30,15
55,1,21,40,14
55,1,21,50,14
55,1,21,60,14
55,1,21,70,14
55,1,21,80,13
55,1,21,90,13
55,1,21,100,13
55,1,7,10,76
55,1,7,20,77
55,1,7,30,79
55,1,7,40,76
55,1,7,50,74
55,1,7,60,70
55,1,7,70,67
55,1,7,80,65
55,1,7,90,65
55,1,7,100,65
55,2,1,10,20
55,2,1,20,18
55,2,1,30,18
55,2,1,40,16
55,2,1,50,16
55,2,1,60,16
55,2,1,70,16
55,2,1,80,16
55,2,1,90,16
55,2,1,100,16
55,2,12,10,13
55,2,12,20,13
55,2,12,30,13
55,2,12,40,14
55,2,12,50,14
55,2,12,60,13
55,2,12,70,13
55,2,12,80,13
55,2,12,90,13
55,2,12,100,12
55,2,16,10,10
55,2,16,20,7
55,2,16,30,7
55,2,16,40,7
55,2,16,50,8
55,2,16,60,8
55,2,16,70,7
55,2,16,80,7
55,2,16,90,7
55,2,16,100,8
55,2,4,10,19
55,2,4,20,20
55,2,4,30,19
55,2,4,40,17
55,2,4,50,17
55,2,4,60,17
55,2,4,70,17
55,2,4,80,17
55,2,4,90,17
55,2,4,100,17
55,2,6,10,16
55,2,6,20,14
55,2,6,30,14
55,2,6,40,14
55,2,6,50,14
55,2,6,60,14
55,2,6,70,13
55,2,6,80,14
55,2,6,90,13
55,2,6,100,14
55,2,9,10,15
55,2,9,20,15
55,2,9,30,14
55,2,9,40,13
55,2,9,50,13
55,2,9,60,13
55,2,9,70,13
55,2,9,80,13
55,2,9,90,13
55,2,9,100,10
55,3,1,10,14
55,3,1,20,14
55,3,1,30,14
55,3,1,40,14
55,3,1,50,14
55,3,1,60,14
55,3,1,70,13
55,3,1,80,13
55,3,1,90,13
55,3,1,100,13
55,3,13,10,15
55,3,13,20,14
55,3,13,30,14
55,3,13,40,14
55,3,13,50,15
55,3,13,60,14
55,3,13,70,14
55,3,13,80,13
55,3,13,90,14
55,3,13,100,12
55,3,17,30,12
55,3,17,40,12
55,3,17,50,11
55,3,17,60,12
55,3,17,70,11
55,3,17,80,10
55,3,17,90,10
55,3,17,100,11
55,3,4,10,14
55,3,4,20,13
55,3,4,30,13
55,3,4,40,13
55,3,4,50,12
55,3,4,60,12
55,3,4,70,13
55,3,4,80,12
55,3,4,90,10
55,3,4,100,9
55,3,9,10,16
55,3,9,20,16
55,3,9,30,15
55,3,9,40,16
55,3,9,50,16
55,3,9,60,15
55,3,9,70,16
55,3,9,80,15
55,3,9,90,15
55,3,9,100,12
55,4,1,10,16
55,4,1,20,16
55,4,1,30,16
55,4,1,40,16
55,4,1,50,16
55,4,1,60,16
55,4,1,70,16
55,4,1,80,16
55,4,1,90,16
55,4,1,100,16
55,6,1,10,14
55,6,1,20,13
55,6,1,30,13
55,6,1,40,14
55,6,1,50,13
55,6,1,60,13
55,6,1,70,13
55,6,1,80,12
55,6,1,90,12
55,6,1,100,12
55,7,1,10,16
55,7,1,20,16
55,7,1,30,15
55,7,1,40,15
55,7,1,50,16
55,7,1,60,16
55,7,1,70,16
55,7,1,80,16
55,7,1,90,15
55,7,1,100,14
55,8,1,10,14
55,8,1,20,15
55,8,1,30,14
55,8,1,40,14
55,8,1,50,14
55,8,1,60,15
55,8,1,70,14
55,8,1,80,14
55,8,1,90,14
55,8,1,100,11
55,9,1,10,9
55,9,1,20,9
55,9,1,30,9
55,9,1,40,9
55,9,1,50,8
55,9,1,60,9
55,9,1,70,8
55,9,1,80,8
55,9,1,90,9
55,9,1,100,8
56,1,1,10,128
56,1,1,20,112
56,1,1,30,110
56,1,1,40,103
56,1,1,50,100
56,1,1,60,100
56,1,1,70,96
56,1,1,80,89
56,1,1,90,90
56,1,1,100,80
56,2,15,10,23
56,2,15,20,20
56,2,15,30,21
56,2,15,40,21
56,2,15,50,20
56,2,15,60,19
56,2,15,70,19
56,2,15,80,18
56,2,15,90,18
56,2,15,100,13
56,2,2,10,85
56,2,2,20,82
56,2,2,30,78
56,2,2,40,77
56,2,2,50,74
56,2,2,60,72
56,2,2,70,69
56,2,2,80,62
56,2,2,90,62
56,2,2,100,58
56,2,9,10,29
56,2,9,20,28
56,2,9,30,26
56,2,9,40,22
56,2,9,50,21
56,2,9,60,22
56,2,9,70,21
56,2,9,80,21
56,2,9,90,22
56,2,9,100,16
56,3,10,10,10
56,3,10,20,10
56,3,10,30,10
56,3,10,40,10
56,3,10,50,10
56,3,10,60,10
56,3,10,70,10
56,3,10,80,10
56,3,10,90,10
56,3,10,100,9
56,3,13,10,10
56,3,13,20,10
56,3,13,30,11
56,3,13,40,9
56,3,13,50,10
56,3,13,60,9
56,3,13,70,10
56,3,13,80,10
56,3,13,90,10
56,3,13,100,8
56,3,19,10,11
56,3,19,20,11
56,3,19,30,9
56,3,19,40,9
56,3,19,50,10
56,3,19,60,10
56,3,19,70,12
56,3,19,80,10
56,3,19,90,9
56,3,19,100,6
56,3,7,10,16
56,3,7,20,17
56,3,7,30,16
56,3,7,40,14
56,3,7,50,15
56,3,7,60,15
56,3,7,70,15
56,3,7,80,12
56,3,7,90,12
56,3,7,100,11
56,4,10,10,12
56,4,10,20,9
56,4,10,30,9
56,4,10,40,9
56,4,10,50,8
56,4,10,60,8
56,4,10,70,7
56,4,10,80,7
56,4,10,90,7
56,4,10,100,3
56,4,13,10,11
56,4,13,20,10
56,4,13,30,10
56,4,13,40,10
56,4,13,50,10
56,4,13,60,10
56,4,13,70,8
56,4,13,80,8
56,4,13,90,7
56,4,13,100,2
56,4,7,10,12
56,4,7,20,8
56,4,7,30,9
56,4,7,40,9
56,4,7,50,7
56,4,7,60,7
56,4,7,70,8
56,4,7,80,7
56,4,7,90,7
56,4,7,100,7
56,5,1,10,12
56,5,1,20,11
56,5,1,30,10
56,5,1,40,9
56,5,1,50,8
56,5,1,60,10
56,5,1,70,9
56,5,1,80,7
56,5,1,90,8
56,5,1,100,6
57,1,1,10,897
57,1,1,20,783
57,1,1,30,724
57,1,1,40,687
57,1,1,50,663
57,1,1,60,638
57,1,1,70,626
57,1,1,80,618
57,1,1,90,605
57,1,1,100,602
57,1,10,10,260
57,1,10,20,253
57,1,10,30,236
57,1,10,40,236
57,1,10,50,228
57,1,10,60,226
57,1,10,70,226
57,1,10,80,228
57,1,10,90,229
57,1,10,100,216
57,1,2,10,588
57,1,2,20,551
57,1,2,30,546
57,1,2,40,532
57,1,2,50,516
57,1,2,60,505
57,1,2,70,491
57,1,2,80,484
57,1,2,90,487
57,1,2,100,488
57,1,5,10,476
57,1,5,20,456
57,1,5,30,452
57,1,5,40,443
57,1,5,50,433
57,1,5,60,425
57,1,5,70,427
57,1,5,80,420
57,1,5,90,422
57,1,5,100,418
57,2,3,10,218
57,2,3,20,212
57,2,3,30,209
57,2,3,40,208
57,2,3,50,203
57,2,3,60,201
57,2,3,70,203
57,2,3,80,200
57,2,3,90,198
57,2,3,100,182
57,2,7,10,220
57,2,7,20,210
57,2,7,30,206
57,2,7,40,200
57,2,7,50,191
57,2,7,60,191
57,2,7,70,190
57,2,7,80,184
57,2,7,90,182
57,2,7,100,166
57,3,5,10,179
57,3,5,20,177
57,3,5,30,173
57,3,5,40,169
57,3,5,50,169
57,3,5,60,164
57,3,5,70,163
57,3,5,80,164
57,3,5,90,161
57,3,5,100,147
57,4,1,10,192
57,4,1,20,189
57,4,1,30,181
57,4,1,40,180
57,4,1,50,174
57,4,1,60,170
57,4,1,70,164
57,4,1,80,160
57,4,1,90,158
57,4,1,100,122
57,4,9,10,143
57,4,9,20,140
57,4,9,30,139
57,4,9,40,138
57,4,9,50,133
57,4,9,60,132
57,4,9,70,127
57,4,9,80,125
57,4,9,90,129
57,4,9,100,98
57,5,1,10,102
57,5,1,20,96
57,5,1,30,93
57,5,1,40,91
57,5,1,50,88
57,5,1,60,91
57,5,1,70,89
57,5,1,80,87
57,5,1,90,89
57,5,1,100,88
58,1,1,10,96
58,1,1,20,91
58,1,1,30,83
58,1,1,40,76
58,1,1,50,68
58,1,1,60,70
58,1,1,70,66
58,1,1,80,65
58,1,1,90,60
58,1,1,100,57
58,1,11,10,20
58,1,11,20,20
58,1,11,30,20
58,1,11,40,20
58,1,11,50,19
58,1,11,60,19
58,1,11,70,19
58,1,11,80,19
58,1,11,90,19
58,1,11,100,19
58,1,2,10,67
58,1,2,20,67
58,1,2,30,64
58,1,2,40,63
58,1,2,50,59
58,1,2,60,58
58,1,2,70,55
58,1,2,80,53
58,1,2,90,52
58,1,2,100,49
58,1,5,10,50
58,1,5,20,49
58,1,5,30,47
58,1,5,40,46
58,1,5,50,42
58,1,5,60,42
58,1,5,70,37
58,1,5,80,36
58,1,5,90,36
58,1,5,100,33
58,2,1,10,17
58,2,1,20,17
58,2,1,30,17
58,2,1,40,17
58,2,1,50,17
58,2,1,60,17
58,2,1,70,17
58,2,1,80,17
58,2,1,90,17
58,2,1,100,16
58,3,11,10,19
58,3,11,20,19
58,3,11,30,19
58,3,11,40,19
58,3,11,50,19
58,3,11,60,19
58,3,11,70,19
58,3,11,80,19
58,3,11,90,19
58,3,11,100,18
58,3,13,10,18
58,3,13,20,18
58,3,13,30,18
58,3,13,40,18
58,3,13,50,17
58,3,13,60,17
58,3,13,70,17
58,3,13,80,17
58,3,13,90,17
